x,y,vx,vy,Paddle.y
723,173,-2,-2,177
721,171,-2,-2,177
719,169,-2,-2,176
717,167,-2,-2,176
715,165,-2,-2,175
713,163,-2,-2,175
711,161,-2,-2,175
709,159,-2,-2,175
707,157,-2,-2,175
705,155,-2,-2,175
703,153,-2,-2,175
701,151,-2,-2,174
699,149,-2,-2,174
697,147,-2,-2,174
695,145,-2,-2,173
693,143,-2,-2,173
691,141,-2,-2,173
689,139,-2,-2,172
687,137,-2,-2,172
685,135,-2,-2,171
683,133,-2,-2,171
681,131,-2,-2,170
679,129,-2,-2,169
677,127,-2,-2,169
675,125,-2,-2,168
673,123,-2,-2,166
671,121,-2,-2,166
669,119,-2,-2,166
667,117,-2,-2,165
665,115,-2,-2,164
663,113,-2,-2,163
661,111,-2,-2,161
659,109,-2,-2,160
657,107,-2,-2,159
655,105,-2,-2,159
653,103,-2,-2,158
651,101,-2,-2,156
649,99,-2,-2,155
647,97,-2,-2,154
645,95,-2,-2,153
643,93,-2,-2,152
641,91,-2,-2,152
639,89,-2,-2,151
637,87,-2,-2,150
635,85,-2,-2,150
633,83,-2,-2,150
631,81,-2,-2,150
629,79,-2,-2,150
627,77,-2,-2,149
625,75,-2,-2,149
623,73,-2,-2,149
621,71,-2,-2,149
619,69,-2,-2,149
617,67,-2,-2,149
615,65,-2,-2,149
613,63,-2,-2,149
611,61,-2,-2,149
609,59,-2,-2,149
607,57,-2,-2,149
605,55,-2,-2,149
603,53,-2,-2,149
601,51,-2,-2,148
599,49,-2,-2,148
597,47,-2,-2,148
595,45,-2,-2,147
593,43,-2,-2,147
591,41,-2,-2,147
589,39,-2,-2,147
587,37,-2,-2,147
585,35,-2,-2,147
583,33,-2,-2,147
581,31,-2,-2,146
579,29,-2,-2,146
577,27,-2,-2,146
575,25,-2,2,146
573,27,-2,2,145
571,29,-2,2,145
569,31,-2,2,145
567,33,-2,2,145
565,35,-2,2,144
563,37,-2,2,143
561,39,-2,2,143
559,41,-2,2,142
557,43,-2,2,141
555,45,-2,2,140
553,47,-2,2,140
551,49,-2,2,140
549,51,-2,2,139
547,53,-2,2,137
545,55,-2,2,137
543,57,-2,2,136
541,59,-2,2,136
539,61,-2,2,136
537,63,-2,2,136
535,65,-2,2,136
533,67,-2,2,136
531,69,-2,2,136
529,71,-2,2,136
527,73,-2,2,136
525,75,-2,2,136
523,77,-2,2,136
521,79,-2,2,136
519,81,-2,2,136
517,83,-2,2,136
515,85,-2,2,136
513,87,-2,2,136
511,89,-2,2,136
509,91,-2,2,136
507,93,-2,2,136
505,95,-2,2,136
503,97,-2,2,136
501,99,-2,2,136
499,101,-2,2,136
497,103,-2,2,136
495,105,-2,2,136
493,107,-2,2,136
491,109,-2,2,135
489,111,-2,2,134
487,113,-2,2,134
485,115,-2,2,134
483,117,-2,2,134
481,119,-2,2,133
479,121,-2,2,133
477,123,-2,2,133
475,125,-2,2,133
473,127,-2,2,132
471,129,-2,2,132
469,131,-2,2,132
467,133,-2,2,132
465,135,-2,2,132
463,137,-2,2,132
461,139,-2,2,131
459,141,-2,2,131
457,143,-2,2,131
455,145,-2,2,131
453,147,-2,2,131
451,149,-2,2,131
449,151,-2,2,131
447,153,-2,2,131
445,155,-2,2,131
443,157,-2,2,131
441,159,-2,2,131
439,161,-2,2,131
437,163,-2,2,130
435,165,-2,2,130
433,167,-2,2,129
431,169,-2,2,129
429,171,-2,2,129
427,173,-2,2,129
425,175,-2,2,129
423,177,-2,2,128
421,179,-2,2,128
419,181,-2,2,128
417,183,-2,2,127
415,185,-2,2,127
413,187,-2,2,126
411,189,-2,2,126
409,191,-2,2,125
407,193,-2,2,125
405,195,-2,2,124
403,197,-2,2,124
401,199,-2,2,123
399,201,-2,2,123
397,203,-2,2,122
395,205,-2,2,122
393,207,-2,2,121
391,209,-2,2,121
389,211,-2,2,120
387,213,-2,2,120
385,215,-2,2,120
383,217,-2,2,120
381,219,-2,2,120
379,221,-2,2,120
377,223,-2,2,120
375,225,-2,2,120
373,227,-2,2,120
371,229,-2,2,120
369,231,-2,2,120
367,233,-2,2,120
365,235,-2,2,120
363,237,-2,2,120
361,239,-2,2,120
359,241,-2,2,120
357,243,-2,2,120
355,245,-2,2,120
353,247,-2,2,120
351,249,-2,2,120
349,251,-2,2,120
347,253,-2,2,120
345,255,-2,2,120
343,257,-2,2,120
341,259,-2,2,120
339,261,-2,2,120
337,263,-2,2,120
335,265,-2,2,119
333,267,-2,2,119
331,269,-2,2,119
329,271,-2,2,119
327,273,-2,2,119
325,275,-2,2,119
323,277,-2,2,119
321,279,-2,2,119
319,281,-2,2,119
317,283,-2,2,119
315,285,-2,2,119
313,287,-2,2,119
311,289,-2,2,119
309,291,-2,2,119
307,293,-2,2,119
305,295,-2,2,119
303,297,-2,2,119
301,299,-2,2,119
299,301,-2,2,119
297,303,-2,2,119
295,305,-2,2,119
293,307,-2,2,119
291,309,-2,2,119
289,311,-2,2,119
287,313,-2,2,119
285,315,-2,2,119
283,317,-2,2,119
281,319,-2,2,119
279,321,-2,2,119
277,323,-2,2,119
275,325,-2,2,119
273,327,-2,2,119
271,329,-2,2,119
269,331,-2,2,119
267,333,-2,2,119
265,335,-2,2,119
263,337,-2,2,119
261,339,-2,2,119
259,341,-2,2,119
257,343,-2,2,119
255,345,-2,2,119
253,347,-2,2,119
251,349,-2,2,119
249,351,-2,2,119
247,353,-2,2,119
245,355,-2,2,119
243,357,-2,2,119
241,359,-2,2,119
239,361,-2,2,119
237,363,-2,2,119
235,365,-2,2,119
233,367,-2,2,119
231,369,-2,2,119
229,371,-2,2,119
227,373,-2,2,119
225,375,-2,2,119
223,377,-2,2,119
221,379,-2,2,119
219,381,-2,2,119
217,383,-2,2,119
215,385,-2,2,119
213,387,-2,2,119
211,389,-2,2,119
209,391,-2,2,119
207,393,-2,2,119
205,395,-2,2,119
203,397,-2,2,119
201,399,-2,2,119
199,401,-2,2,119
197,403,-2,2,119
195,405,-2,2,119
193,407,-2,2,119
191,409,-2,2,119
189,411,-2,2,119
187,413,-2,2,119
185,415,-2,2,119
183,417,-2,2,119
181,419,-2,2,120
179,421,-2,2,121
177,423,-2,2,122
175,425,-2,-2,122
173,423,-2,-2,124
171,421,-2,-2,124
169,419,-2,-2,125
167,417,-2,-2,127
165,415,-2,-2,128
163,413,-2,-2,129
161,411,-2,-2,129
159,409,-2,-2,131
157,407,-2,-2,131
155,405,-2,-2,132
153,403,-2,-2,132
151,401,-2,-2,132
149,399,-2,-2,132
147,397,-2,-2,132
145,395,-2,-2,132
143,393,-2,-2,132
141,391,-2,-2,132
139,389,-2,-2,132
137,387,-2,-2,132
135,385,-2,-2,132
133,383,-2,-2,132
131,381,-2,-2,132
129,379,-2,-2,132
127,377,-2,-2,132
125,375,-2,-2,132
123,373,-2,-2,132
121,371,-2,-2,132
119,369,-2,-2,132
117,367,-2,-2,133
115,365,-2,-2,134
113,363,-2,-2,135
111,361,-2,-2,137
109,359,-2,-2,137
107,357,-2,-2,138
105,355,-2,-2,139
103,353,-2,-2,139
101,351,-2,-2,140
99,349,-2,-2,141
97,347,-2,-2,142
95,345,-2,-2,143
93,343,-2,-2,143
91,341,-2,-2,144
89,339,-2,-2,144
87,337,-2,-2,144
85,335,-2,-2,144
83,333,-2,-2,144
81,331,-2,-2,144
79,329,-2,-2,144
77,327,-2,-2,144
75,325,-2,-2,144
73,323,-2,-2,144
71,321,-2,-2,144
69,319,-2,-2,144
67,317,-2,-2,144
65,315,-2,-2,145
63,313,-2,-2,145
61,311,-2,-2,146
59,309,-2,-2,147
57,307,-2,-2,147
55,305,-2,-2,148
53,303,-2,-2,148
51,301,-2,-2,148
49,299,-2,-2,148
47,297,-2,-2,149
45,295,-2,-2,149
43,293,-2,-2,151
41,291,-2,-2,151
39,289,-2,-2,151
37,287,-2,-2,152
35,285,-2,-2,153
33,283,-2,-2,153
31,281,-2,-2,153
29,279,-2,-2,154
27,277,-2,-2,154
25,275,2,-2,155
27,273,2,-2,156
29,271,2,-2,156
31,269,2,-2,156
33,267,2,-2,156
35,265,2,-2,156
37,263,2,-2,156
39,261,2,-2,156
41,259,2,-2,156
43,257,2,-2,156
45,255,2,-2,156
47,253,2,-2,156
49,251,2,-2,156
51,249,2,-2,156
53,247,2,-2,156
55,245,2,-2,156
57,243,2,-2,156
59,241,2,-2,156
61,239,2,-2,156
63,237,2,-2,156
65,235,2,-2,156
67,233,2,-2,156
69,231,2,-2,156
71,229,2,-2,156
73,227,2,-2,157
75,225,2,-2,157
77,223,2,-2,158
79,221,2,-2,158
81,219,2,-2,158
83,217,2,-2,158
85,215,2,-2,158
87,213,2,-2,158
89,211,2,-2,158
91,209,2,-2,158
93,207,2,-2,158
95,205,2,-2,158
97,203,2,-2,158
99,201,2,-2,158
101,199,2,-2,158
103,197,2,-2,158
105,195,2,-2,158
107,193,2,-2,158
109,191,2,-2,158
111,189,2,-2,158
113,187,2,-2,158
115,185,2,-2,158
117,183,2,-2,158
119,181,2,-2,158
121,179,2,-2,159
123,177,2,-2,159
125,175,2,-2,159
127,173,2,-2,160
129,171,2,-2,160
131,169,2,-2,160
133,167,2,-2,160
135,165,2,-2,160
137,163,2,-2,161
139,161,2,-2,161
141,159,2,-2,161
143,157,2,-2,161
145,155,2,-2,162
147,153,2,-2,162
149,151,2,-2,162
151,149,2,-2,163
153,147,2,-2,163
155,145,2,-2,163
157,143,2,-2,163
159,141,2,-2,163
161,139,2,-2,163
163,137,2,-2,163
165,135,2,-2,163
167,133,2,-2,163
169,131,2,-2,163
171,129,2,-2,163
173,127,2,-2,163
175,125,2,-2,163
177,123,2,-2,163
179,121,2,-2,163
181,119,2,-2,163
183,117,2,-2,163
185,115,2,-2,163
187,113,2,-2,163
189,111,2,-2,163
191,109,2,-2,163
193,107,2,-2,163
195,105,2,-2,163
197,103,2,-2,163
199,101,2,-2,163
201,99,2,-2,163
203,97,2,-2,163
205,95,2,-2,163
207,93,2,-2,163
209,91,2,-2,163
211,89,2,-2,163
213,87,2,-2,163
215,85,2,-2,163
217,83,2,-2,163
219,81,2,-2,163
221,79,2,-2,163
223,77,2,-2,163
225,75,2,-2,163
227,73,2,-2,163
229,71,2,-2,163
231,69,2,-2,163
233,67,2,-2,163
235,65,2,-2,163
237,63,2,-2,163
239,61,2,-2,163
241,59,2,-2,163
243,57,2,-2,163
245,55,2,-2,163
247,53,2,-2,163
249,51,2,-2,163
251,49,2,-2,163
253,47,2,-2,163
255,45,2,-2,163
257,43,2,-2,163
259,41,2,-2,163
261,39,2,-2,163
263,37,2,-2,163
265,35,2,-2,163
267,33,2,-2,163
269,31,2,-2,163
271,29,2,-2,163
273,27,2,-2,163
275,25,2,2,163
277,27,2,2,163
279,29,2,2,163
281,31,2,2,163
283,33,2,2,163
285,35,2,2,163
287,37,2,2,163
289,39,2,2,163
291,41,2,2,163
293,43,2,2,163
295,45,2,2,163
297,47,2,2,163
299,49,2,2,163
301,51,2,2,163
303,53,2,2,163
305,55,2,2,163
307,57,2,2,163
309,59,2,2,163
311,61,2,2,163
313,63,2,2,163
315,65,2,2,163
317,67,2,2,163
319,69,2,2,163
321,71,2,2,163
323,73,2,2,163
325,75,2,2,164
327,77,2,2,165
329,79,2,2,165
331,81,2,2,166
333,83,2,2,166
335,85,2,2,166
337,87,2,2,167
339,89,2,2,167
341,91,2,2,168
343,93,2,2,169
345,95,2,2,169
347,97,2,2,170
349,99,2,2,170
351,101,2,2,170
353,103,2,2,170
355,105,2,2,170
357,107,2,2,170
359,109,2,2,170
361,111,2,2,171
363,113,2,2,171
365,115,2,2,171
367,117,2,2,171
369,119,2,2,171
371,121,2,2,171
373,123,2,2,171
375,125,2,2,172
377,127,2,2,172
379,129,2,2,173
381,131,2,2,173
383,133,2,2,173
385,135,2,2,173
387,137,2,2,173
389,139,2,2,173
391,141,2,2,174
393,143,2,2,174
395,145,2,2,175
397,147,2,2,175
399,149,2,2,175
401,151,2,2,176
403,153,2,2,177
405,155,2,2,177
407,157,2,2,178
409,159,2,2,178
411,161,2,2,179
413,163,2,2,180
415,165,2,2,182
417,167,2,2,184
419,169,2,2,186
421,171,2,2,187
423,173,2,2,187
425,175,2,2,189
427,177,2,2,190
429,179,2,2,191
431,181,2,2,192
433,183,2,2,193
435,185,2,2,195
437,187,2,2,195
439,189,2,2,197
441,191,2,2,197
443,193,2,2,198
445,195,2,2,199
447,197,2,2,200
449,199,2,2,201
451,201,2,2,202
453,203,2,2,204
455,205,2,2,204
457,207,2,2,204
459,209,2,2,204
461,211,2,2,205
463,213,2,2,205
465,215,2,2,206
467,217,2,2,206
469,219,2,2,206
471,221,2,2,207
473,223,2,2,208
475,225,2,2,208
477,227,2,2,209
479,229,2,2,209
481,231,2,2,209
483,233,2,2,210
485,235,2,2,211
487,237,2,2,213
489,239,2,2,213
491,241,2,2,215
493,243,2,2,216
495,245,2,2,216
497,247,2,2,217
499,249,2,2,218
501,251,2,2,218
503,253,2,2,219
505,255,2,2,221
507,257,2,2,222
509,259,2,2,224
511,261,2,2,224
513,263,2,2,225
515,265,2,2,228
517,267,2,2,228
519,269,2,2,228
521,271,2,2,229
523,273,2,2,231
525,275,2,2,233
527,277,2,2,233
529,279,2,2,235
531,281,2,2,235
533,283,2,2,236
535,285,2,2,236
537,287,2,2,238
539,289,2,2,238
541,291,2,2,238
543,293,2,2,239
545,295,2,2,239
547,297,2,2,241
549,299,2,2,241
551,301,2,2,241
553,303,2,2,241
555,305,2,2,242
557,307,2,2,243
559,309,2,2,244
561,311,2,2,246
563,313,2,2,247
565,315,2,2,247
567,317,2,2,249
569,319,2,2,250
571,321,2,2,251
573,323,2,2,253
575,325,2,2,255
577,327,2,2,257
579,329,2,2,258
581,331,2,2,258
583,333,2,2,260
585,335,2,2,261
587,337,2,2,263
589,339,2,2,264
591,341,2,2,266
593,343,2,2,267
595,345,2,2,267
597,347,2,2,269
599,349,2,2,269
601,351,2,2,270
603,353,2,2,270
605,355,2,2,272
607,357,2,2,272
609,359,2,2,273
611,361,2,2,273
613,363,2,2,275
615,365,2,2,275
617,367,2,2,276
619,369,2,2,276
621,371,2,2,277
623,373,2,2,277
625,375,2,2,278
627,377,2,2,279
629,379,2,2,280
631,381,2,2,280
633,383,2,2,280
635,385,2,2,281
637,387,2,2,281
639,389,2,2,282
641,391,2,2,282
643,393,2,2,282
645,395,2,2,282
647,397,2,2,282
649,399,2,2,282
651,401,2,2,282
653,403,2,2,282
655,405,2,2,282
657,407,2,2,282
659,409,2,2,282
661,411,2,2,282
663,413,2,2,282
665,415,2,2,282
667,417,2,2,282
669,419,2,2,282
671,421,2,2,282
673,423,2,2,282
675,425,2,-2,282
677,423,2,-2,282
679,421,2,-2,282
681,419,2,-2,282
683,417,2,-2,282
685,415,2,-2,282
687,413,2,-2,282
689,411,2,-2,282
691,409,2,-2,282
693,407,2,-2,282
695,405,2,-2,282
697,403,2,-2,282
699,401,2,-2,282
701,399,2,-2,282
703,397,2,-2,282
705,395,2,-2,282
707,393,2,-2,282
709,391,2,-2,282
711,389,2,-2,282
713,387,2,-2,283
715,385,2,-2,283
717,383,2,-2,283
719,381,2,-2,283
721,379,2,-2,283
723,377,2,-2,282
725,375,2,-2,282
727,373,2,-2,282
729,371,2,-2,282
731,369,2,-2,282
733,367,2,-2,281
735,365,2,-2,281
737,363,2,-2,280
739,361,2,-2,280
741,359,2,-2,280
743,357,2,-2,280
745,355,2,-2,279
747,353,2,-2,279
749,351,2,-2,279
751,349,2,-2,277
753,347,2,-2,275
755,345,2,-2,274
757,343,2,-2,274
759,341,2,-2,273
761,339,2,-2,271
763,337,2,-2,270
765,335,2,-2,268
767,333,2,-2,265
769,331,2,-2,263
771,329,2,-2,262
773,327,2,-2,261
775,325,-2,-2,257
773,323,-2,-2,255
771,321,-2,-2,254
769,319,-2,-2,252
767,317,-2,-2,252
765,315,-2,-2,252
763,313,-2,-2,251
761,311,-2,-2,251
759,309,-2,-2,250
757,307,-2,-2,249
755,305,-2,-2,249
753,303,-2,-2,248
751,301,-2,-2,248
749,299,-2,-2,248
747,297,-2,-2,248
745,295,-2,-2,248
743,293,-2,-2,247
741,291,-2,-2,247
739,289,-2,-2,247
737,287,-2,-2,246
735,285,-2,-2,246
733,283,-2,-2,245
731,281,-2,-2,245
729,279,-2,-2,245
727,277,-2,-2,245
725,275,-2,-2,245
723,273,-2,-2,245
721,271,-2,-2,245
719,269,-2,-2,245
717,267,-2,-2,245
715,265,-2,-2,245
713,263,-2,-2,245
711,261,-2,-2,245
709,259,-2,-2,245
707,257,-2,-2,244
705,255,-2,-2,243
703,253,-2,-2,243
701,251,-2,-2,243
699,249,-2,-2,243
697,247,-2,-2,243
695,245,-2,-2,243
693,243,-2,-2,242
691,241,-2,-2,241
689,239,-2,-2,241
687,237,-2,-2,240
685,235,-2,-2,239
683,233,-2,-2,238
681,231,-2,-2,238
679,229,-2,-2,238
677,227,-2,-2,237
675,225,-2,-2,237
673,223,-2,-2,236
671,221,-2,-2,235
669,219,-2,-2,235
667,217,-2,-2,234
665,215,-2,-2,234
663,213,-2,-2,233
661,211,-2,-2,233
659,209,-2,-2,233
657,207,-2,-2,233
655,205,-2,-2,233
653,203,-2,-2,232
651,201,-2,-2,231
649,199,-2,-2,231
647,197,-2,-2,231
645,195,-2,-2,231
643,193,-2,-2,231
641,191,-2,-2,231
639,189,-2,-2,231
637,187,-2,-2,230
635,185,-2,-2,230
633,183,-2,-2,230
631,181,-2,-2,230
629,179,-2,-2,230
627,177,-2,-2,230
625,175,-2,-2,229
623,173,-2,-2,229
621,171,-2,-2,229
619,169,-2,-2,229
617,167,-2,-2,228
615,165,-2,-2,227
613,163,-2,-2,227
611,161,-2,-2,226
609,159,-2,-2,226
607,157,-2,-2,226
605,155,-2,-2,225
603,153,-2,-2,225
601,151,-2,-2,224
599,149,-2,-2,223
597,147,-2,-2,223
595,145,-2,-2,222
593,143,-2,-2,222
591,141,-2,-2,221
589,139,-2,-2,220
587,137,-2,-2,219
585,135,-2,-2,218
583,133,-2,-2,218
581,131,-2,-2,216
579,129,-2,-2,215
577,127,-2,-2,215
575,125,-2,-2,214
573,123,-2,-2,212
571,121,-2,-2,211
569,119,-2,-2,210
567,117,-2,-2,209
565,115,-2,-2,208
563,113,-2,-2,207
561,111,-2,-2,207
559,109,-2,-2,206
557,107,-2,-2,206
555,105,-2,-2,206
553,103,-2,-2,205
551,101,-2,-2,204
549,99,-2,-2,204
547,97,-2,-2,203
545,95,-2,-2,202
543,93,-2,-2,202
541,91,-2,-2,201
539,89,-2,-2,201
537,87,-2,-2,200
535,85,-2,-2,199
533,83,-2,-2,199
531,81,-2,-2,197
529,79,-2,-2,196
527,77,-2,-2,196
525,75,-2,-2,195
523,73,-2,-2,195
521,71,-2,-2,194
519,69,-2,-2,193
517,67,-2,-2,193
515,65,-2,-2,193
513,63,-2,-2,192
511,61,-2,-2,191
509,59,-2,-2,190
507,57,-2,-2,190
505,55,-2,-2,189
503,53,-2,-2,188
501,51,-2,-2,187
499,49,-2,-2,187
497,47,-2,-2,185
495,45,-2,-2,184
493,43,-2,-2,183
491,41,-2,-2,182
489,39,-2,-2,181
487,37,-2,-2,179
485,35,-2,-2,178
483,33,-2,-2,177
481,31,-2,-2,175
479,29,-2,-2,174
477,27,-2,-2,174
475,25,-2,2,173
473,27,-2,2,172
471,29,-2,2,171
469,31,-2,2,171
467,33,-2,2,170
465,35,-2,2,169
463,37,-2,2,169
461,39,-2,2,168
459,41,-2,2,168
457,43,-2,2,167
455,45,-2,2,167
453,47,-2,2,167
451,49,-2,2,166
449,51,-2,2,165
447,53,-2,2,165
445,55,-2,2,164
443,57,-2,2,164
441,59,-2,2,164
439,61,-2,2,164
437,63,-2,2,163
435,65,-2,2,163
433,67,-2,2,162
431,69,-2,2,161
429,71,-2,2,161
427,73,-2,2,160
425,75,-2,2,160
423,77,-2,2,160
421,79,-2,2,159
419,81,-2,2,159
417,83,-2,2,158
415,85,-2,2,157
413,87,-2,2,156
411,89,-2,2,156
409,91,-2,2,156
407,93,-2,2,156
405,95,-2,2,156
403,97,-2,2,156
401,99,-2,2,156
399,101,-2,2,156
397,103,-2,2,155
395,105,-2,2,155
393,107,-2,2,155
391,109,-2,2,155
389,111,-2,2,155
387,113,-2,2,155
385,115,-2,2,155
383,117,-2,2,155
381,119,-2,2,155
379,121,-2,2,155
377,123,-2,2,155
375,125,-2,2,155
373,127,-2,2,155
371,129,-2,2,155
369,131,-2,2,155
367,133,-2,2,155
365,135,-2,2,155
363,137,-2,2,155
361,139,-2,2,155
359,141,-2,2,155
357,143,-2,2,155
355,145,-2,2,155
353,147,-2,2,155
351,149,-2,2,155
349,151,-2,2,155
347,153,-2,2,155
345,155,-2,2,155
343,157,-2,2,155
341,159,-2,2,155
339,161,-2,2,155
337,163,-2,2,155
335,165,-2,2,155
333,167,-2,2,155
331,169,-2,2,155
329,171,-2,2,155
327,173,-2,2,155
325,175,-2,2,155
323,177,-2,2,155
321,179,-2,2,155
319,181,-2,2,155
317,183,-2,2,155
315,185,-2,2,155
313,187,-2,2,155
311,189,-2,2,155
309,191,-2,2,155
307,193,-2,2,155
305,195,-2,2,155
303,197,-2,2,155
301,199,-2,2,155
299,201,-2,2,155
297,203,-2,2,155
295,205,-2,2,155
293,207,-2,2,155
291,209,-2,2,155
289,211,-2,2,155
287,213,-2,2,155
285,215,-2,2,155
283,217,-2,2,155
281,219,-2,2,155
279,221,-2,2,155
277,223,-2,2,155
275,225,-2,2,155
273,227,-2,2,155
271,229,-2,2,155
269,231,-2,2,155
267,233,-2,2,155
265,235,-2,2,155
263,237,-2,2,155
261,239,-2,2,155
259,241,-2,2,155
257,243,-2,2,155
255,245,-2,2,155
253,247,-2,2,155
251,249,-2,2,155
249,251,-2,2,155
247,253,-2,2,155
245,255,-2,2,155
243,257,-2,2,155
241,259,-2,2,155
239,261,-2,2,155
237,263,-2,2,155
235,265,-2,2,155
233,267,-2,2,155
231,269,-2,2,155
229,271,-2,2,155
227,273,-2,2,155
225,275,-2,2,155
223,277,-2,2,155
221,279,-2,2,155
219,281,-2,2,155
217,283,-2,2,155
215,285,-2,2,155
213,287,-2,2,155
211,289,-2,2,155
209,291,-2,2,155
207,293,-2,2,155
205,295,-2,2,155
203,297,-2,2,155
201,299,-2,2,155
199,301,-2,2,155
197,303,-2,2,155
195,305,-2,2,155
193,307,-2,2,155
191,309,-2,2,155
189,311,-2,2,155
187,313,-2,2,155
185,315,-2,2,155
183,317,-2,2,155
181,319,-2,2,155
179,321,-2,2,155
177,323,-2,2,155
175,325,-2,2,155
173,327,-2,2,155
171,329,-2,2,155
169,331,-2,2,155
167,333,-2,2,155
165,335,-2,2,155
163,337,-2,2,155
161,339,-2,2,155
159,341,-2,2,155
157,343,-2,2,155
155,345,-2,2,155
153,347,-2,2,155
151,349,-2,2,155
149,351,-2,2,155
147,353,-2,2,155
145,355,-2,2,155
143,357,-2,2,155
141,359,-2,2,155
139,361,-2,2,155
137,363,-2,2,155
135,365,-2,2,155
133,367,-2,2,155
131,369,-2,2,155
129,371,-2,2,155
127,373,-2,2,155
125,375,-2,2,155
123,377,-2,2,155
121,379,-2,2,155
119,381,-2,2,155
117,383,-2,2,155
115,385,-2,2,155
113,387,-2,2,155
111,389,-2,2,155
109,391,-2,2,155
107,393,-2,2,155
105,395,-2,2,155
103,397,-2,2,155
101,399,-2,2,155
99,401,-2,2,155
97,403,-2,2,155
95,405,-2,2,155
93,407,-2,2,155
91,409,-2,2,155
89,411,-2,2,155
87,413,-2,2,155
85,415,-2,2,155
83,417,-2,2,155
81,419,-2,2,155
79,421,-2,2,155
77,423,-2,2,155
75,425,-2,-2,155
73,423,-2,-2,155
71,421,-2,-2,155
69,419,-2,-2,155
67,417,-2,-2,155
65,415,-2,-2,155
63,413,-2,-2,155
61,411,-2,-2,155
59,409,-2,-2,155
57,407,-2,-2,155
55,405,-2,-2,155
53,403,-2,-2,155
51,401,-2,-2,155
49,399,-2,-2,155
47,397,-2,-2,155
45,395,-2,-2,155
43,393,-2,-2,155
41,391,-2,-2,155
39,389,-2,-2,155
37,387,-2,-2,155
35,385,-2,-2,155
33,383,-2,-2,155
31,381,-2,-2,155
29,379,-2,-2,155
27,377,-2,-2,155
25,375,2,-2,155
27,373,2,-2,155
29,371,2,-2,155
31,369,2,-2,155
33,367,2,-2,155
35,365,2,-2,155
37,363,2,-2,155
39,361,2,-2,155
41,359,2,-2,155
43,357,2,-2,155
45,355,2,-2,155
47,353,2,-2,155
49,351,2,-2,155
51,349,2,-2,155
53,347,2,-2,155
55,345,2,-2,155
57,343,2,-2,155
59,341,2,-2,155
61,339,2,-2,155
63,337,2,-2,155
65,335,2,-2,155
67,333,2,-2,155
69,331,2,-2,155
71,329,2,-2,155
73,327,2,-2,155
75,325,2,-2,155
77,323,2,-2,155
79,321,2,-2,155
81,319,2,-2,155
83,317,2,-2,155
85,315,2,-2,155
87,313,2,-2,155
89,311,2,-2,155
91,309,2,-2,155
93,307,2,-2,155
95,305,2,-2,155
97,303,2,-2,155
99,301,2,-2,155
101,299,2,-2,155
103,297,2,-2,155
105,295,2,-2,155
107,293,2,-2,155
109,291,2,-2,155
111,289,2,-2,155
113,287,2,-2,155
115,285,2,-2,155
117,283,2,-2,155
119,281,2,-2,155
121,279,2,-2,155
123,277,2,-2,155
125,275,2,-2,155
127,273,2,-2,155
129,271,2,-2,155
131,269,2,-2,155
133,267,2,-2,155
135,265,2,-2,155
137,263,2,-2,155
139,261,2,-2,155
141,259,2,-2,155
143,257,2,-2,155
145,255,2,-2,155
147,253,2,-2,155
149,251,2,-2,155
151,249,2,-2,155
153,247,2,-2,155
155,245,2,-2,155
157,243,2,-2,155
159,241,2,-2,155
161,239,2,-2,155
163,237,2,-2,155
165,235,2,-2,155
167,233,2,-2,155
169,231,2,-2,155
171,229,2,-2,155
173,227,2,-2,155
175,225,2,-2,155
177,223,2,-2,155
179,221,2,-2,155
181,219,2,-2,155
183,217,2,-2,155
185,215,2,-2,155
187,213,2,-2,155
189,211,2,-2,155
191,209,2,-2,155
193,207,2,-2,155
195,205,2,-2,155
197,203,2,-2,155
199,201,2,-2,155
201,199,2,-2,155
203,197,2,-2,155
205,195,2,-2,155
207,193,2,-2,155
209,191,2,-2,155
211,189,2,-2,155
213,187,2,-2,155
215,185,2,-2,155
217,183,2,-2,155
219,181,2,-2,155
221,179,2,-2,155
223,177,2,-2,155
225,175,2,-2,155
227,173,2,-2,155
229,171,2,-2,155
231,169,2,-2,155
233,167,2,-2,155
235,165,2,-2,155
237,163,2,-2,155
239,161,2,-2,155
241,159,2,-2,155
243,157,2,-2,155
245,155,2,-2,155
247,153,2,-2,155
249,151,2,-2,155
251,149,2,-2,155
253,147,2,-2,155
255,145,2,-2,155
257,143,2,-2,155
259,141,2,-2,155
261,139,2,-2,155
263,137,2,-2,155
265,135,2,-2,155
267,133,2,-2,155
269,131,2,-2,156
271,129,2,-2,156
273,127,2,-2,156
275,125,2,-2,157
277,123,2,-2,157
279,121,2,-2,157
281,119,2,-2,157
283,117,2,-2,157
285,115,2,-2,157
287,113,2,-2,157
289,111,2,-2,157
291,109,2,-2,157
293,107,2,-2,157
295,105,2,-2,157
297,103,2,-2,157
299,101,2,-2,157
301,99,2,-2,157
303,97,2,-2,157
305,95,2,-2,157
307,93,2,-2,157
309,91,2,-2,157
311,89,2,-2,157
313,87,2,-2,157
315,85,2,-2,157
317,83,2,-2,157
319,81,2,-2,157
321,79,2,-2,157
323,77,2,-2,157
325,75,2,-2,157
327,73,2,-2,158
329,71,2,-2,158
331,69,2,-2,159
333,67,2,-2,159
335,65,2,-2,160
337,63,2,-2,160
339,61,2,-2,160
341,59,2,-2,160
343,57,2,-2,161
